,name,year,Price,kms_driven,fuel_type,transmission,owner
5295,Hyundai i20 Petrol,2018,750000,15000,Petrol,Automatic,First Owner
5296,Mahindra Scorpio S10,2015,1100000,70000,Diesel,Manual,First Owner
5297,Maruti Baleno Alpha,2019,711000,5000,Petrol,Manual,First Owner
5298,Maruti Alto K10,2016,285000,75000,Petrol,Manual,First Owner
5299,Maruti Baleno Alpha,2020,749000,5500,Petrol,Manual,First Owner
5300,Renault Duster 110PS,2016,550000,80000,Diesel,Manual,Second Owner
5301,Maruti Swift Dzire,2010,300000,120000,Diesel,Manual,Second Owner
5302,Maruti Baleno Sigma,2017,625000,70000,Diesel,Manual,First Owner
5303,Hyundai i20 Active,2017,650000,80000,Petrol,Manual,Second Owner
5304,Hyundai Verna 1.6,2014,575000,120000,Diesel,Manual,Third Owner
5305,Maruti Swift Dzire,2016,631000,75000,Diesel,Manual,Second Owner
5306,Hyundai Verna Transform,2010,220000,80000,Diesel,Manual,Second Owner
5307,Tata Tigor 1.2,2017,600000,40000,Petrol,Manual,Second Owner
5308,Mahindra Jeep CL,1997,160000,100000,Diesel,Manual,Fourth & Above Owner
5309,Ford Fiesta Diesel,2012,390000,120000,Diesel,Manual,First Owner
5310,Mahindra Scorpio 2.6,2007,375000,110000,Diesel,Manual,Fourth & Above Owner
5311,Hyundai i20 Asta,2010,340000,110000,Diesel,Manual,First Owner
5312,Tata Tiago 2019-2020,2019,670000,2000,Diesel,Manual,First Owner
5313,Maruti Swift Dzire,2014,530000,80000,Diesel,Manual,Second Owner
5314,Maruti Alto K10,2015,350000,38000,Petrol,Automatic,Second Owner
5315,Maruti Celerio ZXI,2014,415000,46000,Petrol,Manual,First Owner
5316,Maruti Ertiga 1.5,2014,700000,102000,Diesel,Manual,First Owner
5317,BMW X1 sDrive20d,2012,925000,96000,Diesel,Automatic,Second Owner
5318,Renault KWID 1.0,2017,375000,20000,Petrol,Automatic,First Owner
5319,Maruti Swift Dzire,2015,575000,16000,Petrol,Manual,First Owner
5320,Hyundai i20 1.2,2013,425000,23000,Petrol,Manual,First Owner
5321,Ford Figo 1.2P,2011,245000,25000,Petrol,Manual,First Owner
5322,Hyundai Verna SX,2015,540000,35000,Petrol,Manual,Second Owner
5323,Mercedes-Benz New C-Class,2011,1000000,90000,Diesel,Automatic,First Owner
5324,Hyundai i10 Sportz,2013,291000,37000,Petrol,Manual,First Owner
5325,Maruti Baleno Delta,2017,600000,34000,Petrol,Manual,Second Owner
5326,Hyundai Verna SX,2012,355000,60000,Petrol,Manual,First Owner
5327,Hyundai i10 Magna,2010,225000,50000,Petrol,Manual,First Owner
5328,Chevrolet Enjoy 1.4,2013,350000,37000,Petrol,Manual,First Owner
5329,Maruti Alto 800,2012,200000,38000,Petrol,Manual,Second Owner
5330,Ford Figo Aspire,2017,600000,40000,Diesel,Manual,First Owner
5331,Hyundai Verna SX,2012,434999,57000,Petrol,Manual,First Owner
5332,Hyundai i20 1.2,2014,440000,62200,Petrol,Manual,First Owner
5333,Maruti Ritz VDi,2013,390000,77000,Diesel,Manual,First Owner
5334,Maruti 800 Std,1997,50000,110000,Petrol,Manual,Second Owner
5335,Maruti Swift Dzire,2012,450000,30000,Petrol,Manual,First Owner
5336,Maruti Alto LXi,2009,125000,60000,Petrol,Manual,Third Owner
5337,Mahindra Scorpio S4,2014,999000,25000,Diesel,Manual,First Owner
5338,Tata Sumo EX,2005,225000,188000,Diesel,Manual,First Owner
5339,Maruti Alto STD,2010,85000,150000,Petrol,Manual,Third Owner
5340,Hyundai EON Sportz,2012,150000,40000,Petrol,Manual,First Owner
5341,Renault Duster Adventure,2014,500000,120000,Diesel,Manual,First Owner
5342,Hyundai i10 Sportz,2011,220000,70000,Petrol,Manual,Third Owner
5343,Mahindra Scorpio S4,2014,999000,25000,Diesel,Manual,First Owner
5344,Hyundai Creta 1.4,2017,957000,60000,Diesel,Manual,First Owner
5345,Toyota Innova 2.5,2006,1050000,250000,Diesel,Manual,First Owner
5346,Datsun RediGO 1.0,2018,320000,35000,Petrol,Manual,First Owner
5347,Maruti Alto K10,2016,300000,15000,Petrol,Manual,First Owner
5348,Maruti Swift VDi,2010,270000,98000,Diesel,Manual,First Owner
5349,Hyundai Accent Executive,2011,170000,62000,Petrol,Manual,Third Owner
5350,Chevrolet Cruze LTZ,2010,270000,90000,Diesel,Manual,Second Owner
5351,Chevrolet Beat LS,2013,140000,110000,Petrol,Manual,Second Owner
5352,Hyundai i10 Magna,2010,170000,90000,Petrol,Manual,Third Owner
5353,Mahindra Marazzo M8,2019,1450000,10000,Diesel,Manual,First Owner
5354,Mahindra XUV300 W8,2019,1200000,25000,Diesel,Manual,First Owner
5355,Hyundai Elite i20,2019,834000,13000,Diesel,Manual,First Owner
5356,Tata Tiago 1.05,2017,450000,80000,Diesel,Manual,First Owner
5357,Volkswagen Polo 1.5,2014,575000,40000,Diesel,Manual,Third Owner
5358,Maruti Swift Dzire,2019,900000,20000,Diesel,Manual,First Owner
5359,Maruti 800 AC,2008,149000,87540,LPG,Manual,Third Owner
5360,Chevrolet Spark 1.0,2007,100000,84000,LPG,Manual,Third Owner
5361,Skoda Fabia 1.2L,2011,325000,160000,Diesel,Manual,Third Owner
5362,Volkswagen Vento Diesel,2012,400000,100000,Diesel,Manual,Second Owner
5363,Hyundai EON 1.0,2017,250000,35000,Petrol,Manual,Second Owner
5364,Chevrolet Optra Magnum,2010,225000,60000,Petrol,Manual,Second Owner
5365,Ford Fiesta Classic,2012,300000,70000,Diesel,Manual,First Owner
5366,Fiat Avventura Power,2015,459999,60000,Diesel,Manual,Second Owner
5367,Ford EcoSport 1.5,2016,825000,35000,Diesel,Manual,Second Owner
5368,Tata Indica Vista,2012,150000,231438,Diesel,Manual,Second Owner
5369,Maruti Baleno Alpha,2016,710000,71000,Diesel,Manual,First Owner
5370,Maruti Swift 1.3,2008,200000,90000,Petrol,Manual,First Owner
5371,Maruti Ritz VDi,2016,425000,70000,Diesel,Manual,First Owner
5372,Maruti 800 Std,2007,45000,80000,Petrol,Manual,First Owner
5373,Mahindra Bolero SLX,2011,380000,239451,Diesel,Manual,Second Owner
5374,Mahindra Marshal DI,2000,150000,50000,Diesel,Manual,First Owner
5375,Maruti Ritz VDi,2009,240000,90000,Diesel,Manual,First Owner
5376,Hyundai Creta 1.6,2016,1150000,154000,Diesel,Manual,First Owner
5377,Renault Duster 110PS,2013,520000,109000,Diesel,Manual,Second Owner
5378,Maruti Swift Dzire,2016,675000,120000,Diesel,Manual,Second Owner
5379,Tata Indica DLS,2006,170000,77000,Diesel,Manual,First Owner
5380,Maruti Wagon R,2012,297000,100000,CNG,Manual,Third Owner
5381,Tata New Safari,2009,250000,110000,Diesel,Manual,First Owner
5382,Hyundai Accent CRDi,2005,200000,200000,Diesel,Manual,Second Owner
5383,Maruti Swift VDI,2008,225000,120000,Diesel,Manual,Fourth & Above Owner
5384,Maruti Wagon R,2016,380000,39000,Petrol,Manual,Third Owner
5385,Maruti 800 AC,2005,40000,96000,Petrol,Manual,Fourth & Above Owner
5386,Volkswagen Vento Konekt,2014,575000,90000,Diesel,Manual,First Owner
5387,Maruti Swift Vdi,2010,300000,135000,Diesel,Manual,Second Owner
5388,Tata Tiago 1.05,2018,450000,90000,Diesel,Manual,First Owner
5389,Maruti 800 Std,2003,45000,90000,Petrol,Manual,Fourth & Above Owner
5390,Toyota Innova 2.5,2010,950000,426000,Diesel,Manual,First Owner
5391,Maruti Swift Dzire,2017,745000,35000,Diesel,Manual,First Owner
5392,Hyundai Xcent 1.1,2016,509999,120000,Diesel,Manual,First Owner
5393,Hyundai i10 Magna,2009,142000,110000,Petrol,Manual,First Owner
5394,Maruti A-Star Vxi,2009,185000,50000,Petrol,Manual,First Owner
5395,Fiat Linea Emotion,2012,300000,77000,Diesel,Manual,First Owner
5396,Honda City 2017-2020,2007,210000,120000,Petrol,Manual,Second Owner
5397,Hyundai Verna Xi,2008,260000,120000,Petrol,Manual,Second Owner
5398,Maruti Swift Dzire,2013,430000,190000,Diesel,Manual,Second Owner
5399,Mahindra Scorpio SLE,2013,600000,110000,Diesel,Manual,Second Owner
5400,Ford Figo Petrol,2010,400000,30000,Petrol,Manual,First Owner
5401,Hyundai Verna 1.4,2012,400000,182000,Diesel,Manual,Second Owner
5402,Maruti Swift Dzire,2017,669000,60000,Diesel,Manual,First Owner
5403,Hyundai Xcent 1.2,2019,509999,40000,Petrol,Manual,First Owner
5404,Hyundai i20 Asta,2016,616000,112000,Diesel,Manual,First Owner
5405,Mahindra Scorpio SLE,2013,530000,80000,Diesel,Manual,Second Owner
5406,Hyundai Verna CRDi,2010,190000,90000,Diesel,Manual,Second Owner
5407,Honda City i,2015,700000,140000,Diesel,Manual,Second Owner
5408,Tata Sumo MKII,2012,250000,188000,Diesel,Manual,Second Owner
5409,Hyundai i10 Magna,2014,225000,60000,Petrol,Manual,Second Owner
5410,Hyundai Grand i10,2017,470000,30000,Petrol,Manual,First Owner
5411,Maruti Vitara Brezza,2019,900000,40000,Diesel,Manual,First Owner
5412,Chevrolet Beat Diesel,2013,170000,70000,Diesel,Manual,First Owner
5413,Tata Indigo CS,2013,140000,100000,Diesel,Manual,First Owner
5414,Chevrolet Spark 1.0,2011,95000,44000,Petrol,Manual,Second Owner
5415,Maruti Ritz LXi,2016,280000,110000,Petrol,Manual,Second Owner
5416,Mahindra Scorpio 2009-2014,2012,470000,215000,Diesel,Manual,First Owner
5417,Hyundai EON Era,2011,129000,80000,Petrol,Manual,Second Owner
5418,Chevrolet Beat Diesel,2012,165000,70000,Diesel,Manual,Second Owner
5419,Hyundai i20 Active,2016,600000,25000,Petrol,Manual,First Owner
5420,Maruti Wagon R,2012,260000,31000,Petrol,Manual,First Owner
5421,Maruti Wagon R,2005,70000,50000,Petrol,Manual,Third Owner
5422,Hyundai i20 Asta,2015,515000,120000,Petrol,Manual,Second Owner
5423,Ford Figo Diesel,2012,225000,60000,Diesel,Manual,First Owner
5424,Maruti Swift Dzire,2011,270000,60000,Diesel,Manual,Second Owner
5425,Tata Safari DICOR,2011,225000,110000,Diesel,Manual,Third Owner
5426,Hyundai Verna 1.6,2012,459999,70000,Diesel,Manual,First Owner
5427,Maruti Alto LX,2009,115999,110000,Petrol,Manual,Second Owner
5428,Skoda Rapid 1.5,2013,475000,77300,Diesel,Manual,First Owner
5429,Mercedes-Benz E-Class E,2013,1925000,91500,Diesel,Automatic,First Owner
5430,Tata Indica V2,2011,165000,75000,Diesel,Manual,Second Owner
5431,Maruti Swift VDI,2015,550000,45000,Diesel,Manual,First Owner
5432,Maruti Vitara Brezza,2017,861000,61260,Diesel,Manual,First Owner
5433,Ford EcoSport 1.5,2019,1050000,26000,Diesel,Manual,First Owner
5434,Skoda Kodiaq 2.0,2018,3251000,17601,Diesel,Automatic,First Owner
5435,Hyundai i20 1.4,2017,750000,43000,Diesel,Manual,First Owner
5436,Maruti Swift ZXI,2018,730000,4773,Petrol,Manual,First Owner
5437,Skoda Rapid 1.5,2017,860000,31000,Diesel,Automatic,First Owner
5438,Honda BRV i-DTEC,2017,940000,57900,Diesel,Manual,First Owner
5439,Mahindra Marazzo M2,2019,1075000,8600,Diesel,Manual,First Owner
5440,Maruti SX4 S,2016,775000,52000,Diesel,Manual,First Owner
5441,Maruti Swift ZXI,2013,411000,62000,Petrol,Manual,First Owner
5442,Toyota Innova 2.5,2012,911000,155000,Diesel,Manual,First Owner
5443,Volkswagen Polo 1.5,2016,540000,66000,Diesel,Manual,First Owner
5444,Skoda Rapid 1.5,2016,660000,78010,Diesel,Automatic,First Owner
5445,Maruti Ertiga SHVS,2018,875000,83844,Diesel,Manual,First Owner
5446,Maruti Celerio VXI,2015,411000,23999,Petrol,Automatic,First Owner
5447,Maruti Baleno Delta,2016,635000,52000,Diesel,Manual,First Owner
5448,Maruti Swift VDI,2012,350000,145000,Diesel,Manual,Third Owner
5449,Mahindra TUV 300,2018,800000,70000,Diesel,Manual,Second Owner
5450,Maruti Omni MPI,2015,180000,25000,Petrol,Manual,Second Owner
5451,Jaguar XF 3.0,2014,2000000,51000,Diesel,Automatic,First Owner
5452,Honda Mobilio V,2014,490000,120000,Diesel,Manual,First Owner
5453,Maruti Zen Estilo,2010,180000,55000,Petrol,Manual,First Owner
5454,Nissan Micra XV,2013,310000,91400,Petrol,Automatic,Second Owner
5455,Hyundai Accent Executive,2012,275000,48000,CNG,Manual,First Owner
5456,Chevrolet Enjoy TCDi,2014,450000,80000,Diesel,Manual,Second Owner
5457,Mahindra KUV 100,2017,500000,50000,Diesel,Manual,First Owner
5458,Hyundai Verna Transform,2010,245000,185000,Diesel,Automatic,Fourth & Above Owner
5459,Volkswagen Vento Diesel,2011,275000,125000,Diesel,Manual,Fourth & Above Owner
5460,Honda City 2017-2020,2006,200000,178500,Petrol,Manual,Third Owner
5461,Mahindra XUV500 W10,2017,1500000,66953,Diesel,Manual,First Owner
5462,Nissan Micra Diesel,2012,229999,166000,Diesel,Manual,Second Owner
5463,Volkswagen Vento Diesel,2011,280000,131000,Diesel,Manual,Fourth & Above Owner
5464,Maruti Wagon R,2009,125000,50000,Petrol,Manual,Second Owner
5465,Maruti Swift ZDI,2015,600000,25000,Diesel,Manual,First Owner
5466,Honda Jazz V,2018,600000,20000,Petrol,Manual,First Owner
5467,Honda Brio 1.2,2016,411000,60000,Petrol,Manual,Second Owner
5468,Maruti Eeco 5,2010,150000,170000,Petrol,Manual,Third Owner
5469,Maruti Ciaz ZDi,2015,630000,70000,Diesel,Manual,First Owner
5470,Audi A4 2.0,2013,1200000,110000,Diesel,Automatic,First Owner
5471,Maruti Swift Dzire,2019,700000,45000,Petrol,Automatic,First Owner
5472,Mahindra Xylo E4,2010,250000,60000,Diesel,Manual,Second Owner
5473,Chevrolet Enjoy 1.3,2016,535000,32000,Diesel,Manual,First Owner
5474,Mahindra TUV 300,2016,600000,60000,Diesel,Manual,First Owner
5475,Hyundai Accent VIVA,2003,145000,120000,Diesel,Manual,Fourth & Above Owner
5476,Ford Figo Aspire,2015,400000,143000,Diesel,Manual,First Owner
5477,Maruti Swift Dzire,2015,600000,100000,Diesel,Manual,First Owner
5478,Maruti Celerio X,2018,459999,50000,Petrol,Manual,First Owner
5479,Hyundai i20 1.4,2018,800000,30000,Diesel,Manual,First Owner
5480,Maruti Eeco CNG,2017,370000,25000,CNG,Manual,First Owner
5481,Toyota Innova 2.5,2012,800000,102000,Diesel,Manual,Second Owner
5482,Renault Pulse RxL,2013,290000,90000,Diesel,Manual,First Owner
5483,Maruti Swift VDI,2018,671000,62000,Diesel,Manual,First Owner
5484,Tata Indigo eCS,2012,140000,80000,Diesel,Manual,Fourth & Above Owner
5485,Maruti Alto Std,2011,141000,15000,Petrol,Manual,Third Owner
5486,Maruti Alto LX,2009,125000,70000,Petrol,Manual,Second Owner
5487,Tata Indica Vista,2013,150000,90000,Diesel,Manual,Second Owner
5488,Maruti Wagon R,2007,125000,100000,Petrol,Manual,Third Owner
5489,Hyundai Grand i10,2018,600000,25000,Petrol,Manual,Second Owner
5490,Hyundai i20 1.4,2017,700000,40000,Diesel,Manual,First Owner
5491,Hyundai i20 1.4,2017,700000,70000,Diesel,Manual,First Owner
5492,Maruti Swift Dzire,2017,740000,40000,Diesel,Manual,First Owner
5493,Tata Indica Vista,2011,140000,200000,Diesel,Manual,Second Owner
5494,Hyundai Verna CRDi,2018,1150000,35000,Diesel,Manual,First Owner
5495,Skoda Octavia Classic,2007,300000,155000,Diesel,Manual,First Owner
5496,Toyota Etios G,2011,300000,110000,Petrol,Manual,First Owner
5497,Renault Scala Diesel,2015,530000,110000,Diesel,Manual,First Owner
5498,Hyundai Grand i10,2017,530000,80000,Diesel,Manual,Second Owner
5499,Hyundai Santro Xing,2011,210000,50000,Petrol,Manual,Second Owner
5500,Maruti Alto LXi,2007,130000,90000,Petrol,Manual,Second Owner
5501,Maruti Wagon R,2008,148000,80000,LPG,Manual,Second Owner
5502,Volkswagen Passat Highline,2008,585000,120000,Diesel,Automatic,First Owner
5503,Hyundai i20 1.4,2011,270000,105000,Diesel,Manual,Second Owner
5504,Hyundai i10 Magna,2013,375000,40000,Petrol,Manual,First Owner
5505,Mahindra XUV500 W6,2014,725000,141000,Diesel,Manual,Second Owner
5506,Mahindra Bolero LX,2005,350000,15000,Diesel,Manual,Second Owner
5507,Hyundai Verna CRDi,2007,180000,150000,Diesel,Manual,Second Owner
5508,Maruti Ritz VDi,2014,425000,80000,Diesel,Manual,Second Owner
5509,Ford EcoSport 1.5,2018,900000,25000,Diesel,Manual,First Owner
5510,Tata Sumo Gold,2017,570000,51000,Diesel,Manual,First Owner
5511,Tata Indica V2,2017,290000,40000,Diesel,Manual,First Owner
5512,Ford Figo Diesel,2011,229999,40000,Diesel,Manual,Second Owner
5513,Ford Figo Diesel,2012,300000,70000,Diesel,Manual,First Owner
5514,Maruti Ritz VDi,2010,220000,110000,Diesel,Manual,Third Owner
5515,Chevrolet Cruze LTZ,2011,409999,80000,Diesel,Manual,Second Owner
5516,Chevrolet Enjoy TCDi,2013,355000,136000,Diesel,Manual,Second Owner
5517,Renault Duster RXL,2013,695000,120000,Diesel,Manual,First Owner
5518,Maruti Swift Dzire,2010,320000,120000,Diesel,Manual,Second Owner
5519,Mahindra TUV 300,2017,710000,120000,Diesel,Manual,First Owner
5520,Tata Indica V2,2004,85000,120000,Diesel,Manual,Second Owner
5521,Chevrolet Tavera Neo,2010,409999,210000,Diesel,Manual,Fourth & Above Owner
5522,Volkswagen Polo 1.5,2015,550000,90000,Diesel,Manual,First Owner
5523,Maruti Swift ZXI,2007,215000,100750,Petrol,Manual,Second Owner
5524,Hyundai Accent GLS,2006,110000,140000,Petrol,Manual,Second Owner
5525,Honda City 2017-2020,2007,170000,110000,Petrol,Manual,Third Owner
5526,Tata Nexon 1.2,2018,850000,40000,Petrol,Manual,Second Owner
5527,Hyundai i20 Asta,2010,350000,148000,Diesel,Manual,Second Owner
5528,Hyundai Santro AT,2005,120000,190000,Petrol,Automatic,Second Owner
5529,Tata Indica Vista,2015,250000,155000,Diesel,Manual,Second Owner
5530,Ford Figo Aspire,2015,433000,70000,Diesel,Manual,First Owner
5531,Toyota Fortuner 3.0,2010,1200000,100000,Diesel,Manual,First Owner
5532,Hyundai EON D,2015,300000,45000,Petrol,Manual,First Owner
5533,Maruti Zen LX,1998,70000,40000,Petrol,Manual,Second Owner
5534,Mahindra Bolero 2011-2019,2017,760000,90000,Diesel,Manual,Second Owner
5535,Hyundai EON Era,2014,250000,20000,Petrol,Manual,First Owner
5536,Hyundai Santro Xing,2013,187000,120000,Petrol,Manual,Second Owner
5537,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Automatic,First Owner
5538,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
5539,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First Owner
5540,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First Owner
5541,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First Owner
5542,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First Owner
5543,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First Owner
5544,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First Owner
5545,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
5546,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second Owner
5547,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First Owner
5548,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
5549,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First Owner
5550,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First Owner
5551,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First Owner
5552,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First Owner
5553,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First Owner
5554,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First Owner
5555,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First Owner
5556,Maruti Swift VDI,2013,335000,90000,Diesel,Manual,Second Owner
5557,Maruti Swift Dzire,2016,488000,80000,Petrol,Manual,Second Owner
5558,Maruti SX4 Zxi,2008,111000,110000,Petrol,Manual,Third Owner
5559,Maruti Ciaz VDi,2015,600000,70000,Diesel,Manual,First Owner
5560,Maruti Swift VXI,2020,570000,5000,Petrol,Manual,First Owner
5561,Hyundai Santro Xing,2007,110000,75000,Petrol,Manual,Second Owner
5562,Maruti Swift ZXI,2014,434999,50000,Petrol,Manual,First Owner
5563,Hyundai EON Era,2014,229999,70000,Petrol,Manual,First Owner
5564,Nissan Terrano XL,2014,490000,90000,Diesel,Manual,Second Owner
5565,Maruti Swift Dzire,2011,300000,100000,Petrol,Manual,Second Owner
5566,Chevrolet Beat LT,2017,350000,90000,Petrol,Manual,First Owner
5567,Honda WR-V i-VTEC,2019,580000,35000,Petrol,Manual,First Owner
5568,Tata Indigo CS,2017,385000,155000,Diesel,Manual,First Owner
5569,Hyundai Santro Magna,2019,434999,19500,Petrol,Manual,First Owner
5570,Toyota Fortuner 2.8,2018,3200000,50000,Diesel,Manual,First Owner
5571,Hyundai i20 Asta,2015,495000,30000,Petrol,Manual,First Owner
5572,Hyundai i20 Asta,2016,575000,53000,Diesel,Manual,First Owner
5573,Tata Indigo CS,2013,200000,120000,Diesel,Manual,Second Owner
5574,Mahindra Verito 1.5,2012,140000,120000,Diesel,Manual,Second Owner
5575,Ford Fiesta Classic,2012,300000,64000,Diesel,Manual,Second Owner
5576,Chevrolet Sail 1.2,2015,350000,50000,Petrol,Manual,First Owner
5577,Tata Indigo CS,2015,250000,80000,Diesel,Manual,Second Owner
5578,Tata Manza Club,2013,280000,80000,Diesel,Manual,First Owner
5579,Hyundai Xcent 1.2,2017,600000,5000,Petrol,Manual,First Owner
5580,Hyundai Verna 1.6,2015,700000,25000,Petrol,Manual,First Owner
5581,Honda City i,2014,560000,72000,Diesel,Manual,First Owner
5582,Maruti Swift VDI,2016,565000,72000,Diesel,Manual,First Owner
5583,Renault Lodgy World,2017,880000,65000,Diesel,Manual,First Owner
5584,Mahindra Bolero DI,2005,250000,80000,Diesel,Manual,First Owner
5585,Mahindra Bolero 2011-2019,2016,550000,120000,Diesel,Manual,First Owner
